ITAX,EINTEXP,EXTRA,ELNATR,STNAME,INTINC,NETINC,NONIX,NIM,YEAR,ITAXR,IGLSEC,NONII,ID
3334,10766,0,2066,Kentucky,56122,15582,35252,45356,2013,18879,37,10841,SI_2013_KY
14065,37405,0,6775,Louisiana,229715,35975,169149,192310,2013,47762,2278,31376,SI_2013_LA
223366,531613,0,81354,Massachusetts,2976160,532753,2292272,2444547,2013,656209,102163,585288,SI_2013_MA
19670,59598,0,30687,Maryland,285092,-8159,242665,225494,2013,12092,-230,59950,SI_2013_MD
32259,88896,1145,13673,Maine,505106,84534,413593,416210,2013,105136,10659,116192,SI_2013_ME
-360269,156897,0,81637,Michigan,480668,252682,1081608,323771,2013,-101426,-6161,738048,SI_2013_MI
-7323,17672,0,-6407,Minnesota,125440,46451,109799,107768,2013,38972,156,34596,SI_2013_MN
44882,148150,0,50160,Missouri,602608,240632,556354,454458,2013,257348,28567,409404,SI_2013_MO
379,6459,0,669,Mississippi,23229,2613,14992,16770,2013,2977,15,1868,SI_2013_MS
549,2473,0,674,Montana,20189,3754,29423,17716,2013,2571,1732,14952,SI_2013_MT
12988,44517,0,6025,North Carolina,254214,28488,192427,209697,2013,39964,1512,28719,SI_2013_NC
3933,10014,0,1260,North Dakota,68646,16318,70778,58632,2013,20251,0,33657,SI_2013_ND
25648,26477,0,11250,Nebraska,282977,47190,227575,256500,2013,72776,62,55101,SI_2013_NE
14548,38119,0,12311,New Hampshire,272881,45862,241889,234762,2013,54324,6086,73762,SI_2013_NH
299536,1171581,0,143122,New Jersey,3285773,545461,1467114,2114192,2013,803959,41038,300003,SI_2013_NJ
-24,4676,0,60,New Mexico,28167,4449,32482,23491,2013,4532,-107,13583,SI_2013_NM
477505,36202,0,3398,Nevada,1544076,784979,359747,1507874,2013,1267594,-5110,122865,SI_2013_NV
546962,967781,0,76886,New York,3799196,928314,1980659,2831415,2013,1417149,58907,643279,SI_2013_NY
319523,313620,0,92156,Ohio,1411363,783263,1509903,1097743,2013,1099787,2991,1604103,SI_2013_OH
198,107220,0,-7777,Oklahoma,446550,201385,305722,339330,2013,261509,-59926,220124,SI_2013_OK
1373,1985,0,574,Oregon,26854,1730,24009,24869,2013,3078,25,2792,SI_2013_OR
307,293,0,109,Other Areas,6188,709,7331,5895,2013,1016,0,2561,SI_2013_OT
-40846,385387,0,113835,Pennsylvania,2292077,-92522,2699621,1906690,2013,-211346,78565,695420,SI_2013_PA
307,293,0,109,Pacific Islands,6188,709,7331,5895,2013,1016,0,2561,SI_2013_PI
0,0,0,0,Puerto Rico,0,0,0,0,2013,0,0,0,SI_2013_PR
3136,20009,0,2306,Rhode Island,100416,16143,91666,80407,2013,14601,4678,28166,SI_2013_RI
6488,6754,0,827,South Carolina,54919,10494,39219,48165,2013,16562,420,8443,SI_2013_SC
6433,10462,0,13280,South Dakota,75848,14567,61200,65386,2013,20355,645,29449,SI_2013_SD
13233,21446,0,4017,Tennessee,154078,31748,108752,132632,2013,45036,-55,25173,SI_2013_TN
447300,360377,0,418932,Texas,3265866,1027852,3140963,2905489,2013,1477543,-1758,2131949,SI_2013_TX
5159630,7076499,86125,4114244,United States,39889912,11201161,33420022,32813413,2013,15897720,382248,20618573,SI_2013_US
5159937,7076792,86125,4114353,United States & Other Areas,39896100,11201870,33427353,32819308,2013,15898736,382248,20621134,SI_2013_USA
2020736,759380,0,2473325,Utah,7734767,3402044,7722287,6975387,2013,5422895,-115,8643120,SI_2013_UT
198406,240614,0,140576,Virginia,1277300,361508,992209,1036686,2013,500039,59875,596138,SI_2013_VA
0,0,0,0,Virgin Islands Of The U.S.,0,0,0,0,2013,0,0,0,SI_2013_VI
2598,12638,0,1434,Vermont,73202,11745,62181,60564,2013,12287,2056,15338,SI_2013_VT
13294,56175,0,-4256,Washington,338407,89179,407125,282232,2013,100483,2067,221120,SI_2013_WA
68083,111604,29305,47127,Wisconsin,704846,182566,969771,593242,2013,217933,3363,641589,SI_2013_WI
3442,6412,0,1067,West Virginia,34746,6118,19080,28334,2013,9560,0,1373,SI_2013_WV
712,1834,0,995,Wyoming,19063,2063,18612,17229,2013,2725,50,5103,SI_2013_WY
0,0,0,0,Palau,0,0,0,0,2012,0,0,0,CB_2012_
28147,7139,0,-1098,Alaska,183593,61132,146641,176454,2012,88286,1505,57375,CB_2012_AK
889283,952322,0,425154,Alabama,8036599,2061503,6816024,7084277,2012,2880291,93501,3037192,CB_2012_AL
231733,343774,0,182906,Arkansas,2449944,688804,2034712,2106170,2012,908279,12240,1019727,CB_2012_AR
0,0,0,0,American Samoa,0,0,0,0,2012,0,0,0,CB_2012_AS
35143,42170,0,7386,Arizona,489296,114653,417466,447126,2012,147102,2694,124828,CB_2012_AZ
2160953,1797488,-2490,1017870,California,17416245,4707680,11644216,15618757,2012,6602720,253923,3646049,CB_2012_CA
114931,138435,-2750,37994,Colorado,1495588,400038,1186943,1357153,2012,495218,22299,363002,CB_2012_CO
109634,132935,0,35955,Connecticut,958088,228710,712748,825153,2012,331319,7025,254869,CB_2012_CT
5074,7027,0,5004,District Of Columbia,68830,13401,53885,61803,2012,17862,613,14948,CB_2012_DC
6646504,4525669,-37384,9423726,Delaware,53436529,13520401,33657753,48910860,2012,19938150,317463,14108769,CB_2012_DE
37442,667935,0,449463,Florida,4691665,1063507,3383964,4023730,2012,931517,169437,741214,CB_2012_FL
0,259,0,20,Federated States of Micronesia,5504,1601,4225,5245,2012,1601,0,601,CB_2012_FM
-264867,1113516,-8,2147727,Georgia,9413123,2072384,8501688,8299607,2012,1228881,590416,3578689,CB_2012_GA
4902,6481,0,5868,Guam,73630,8168,77305,67149,2012,11082,1988,27106,CB_2012_GU
193301,86438,0,18134,Hawaii,1088113,442059,810224,1001675,2012,615507,19830,442190,CB_2012_HI
146055,496798,1451,98200,Iowa,2578519,778124,1646513,2081721,2012,882061,41145,545053,CB_2012_IA
6558,28170,0,17799,Idaho,242762,27191,210103,214592,2012,29626,4123,42936,CB_2012_ID
927402,1509923,-2686,1644214,Illinois,11044184,2109088,10724836,9534261,2012,2889329,170882,5724118,CB_2012_IL
224097,338258,0,132834,Indiana,2337699,647719,1737722,1999441,2012,837521,34308,708636,CB_2012_IN
62647,313367,770,145080,Kansas,1837818,440285,1582525,1524451,2012,481419,20566,684573,CB_2012_KS
168590,383607,323,213758,Kentucky,2282051,536894,1638771,1898444,2012,665496,39799,619581,CB_2012_KY
143131,338941,44,143182,Louisiana,2566992,598496,1978105,2228051,2012,715943,26033,609179,CB_2012_LA
717728,447081,0,38706,Massachusetts,4100112,2235710,7756829,3653031,2012,2916248,37190,7058752,CB_2012_MA
73071,179210,0,125994,Maryland,1046145,152240,803744,866935,2012,218417,6894,281220,CB_2012_MD
42378,64131,0,14201,Maine,539823,97643,374406,475692,2012,131129,8892,44044,CB_2012_ME
-153394,311218,0,170932,Michigan,2097836,760927,1667069,1786618,2012,592490,19351,643873,CB_2012_MI
80170,328075,-2,144097,Minnesota,2370705,592127,1729188,2042630,2012,640685,31634,471339,CB_2012_MN
386940,577888,4776,389216,Missouri,4550324,1138027,3602571,3972436,2012,1452204,67714,1471555,CB_2012_MO
154878,299289,0,154465,Mississippi,2364548,518783,2100923,2065259,2012,662211,11450,852340,CB_2012_MS
76339,111317,-47,86452,Montana,958345,264297,680136,847028,2012,336699,3984,256259,CB_2012_MT
6325642,4835108,0,5386808,North Carolina,43672845,14141589,48631468,38837737,2012,19077285,1564841,34257824,CB_2012_NC
155086,122803,315,123725,North Dakota,1158142,437702,987278,1035339,2012,587208,5265,662872,CB_2012_ND
186965,335075,0,236416,Nebraska,2502931,668142,2048810,2167856,2012,827111,28002,944481,CB_2012_NE
10439,18387,0,6917,New Hampshire,109546,21441,68960,91159,2012,25538,6342,10256,CB_2012_NH
-127475,677421,0,254909,New Jersey,2347476,-237541,2617990,1670055,2012,-499822,135562,703022,CB_2012_NJ
19393,52741,0,57654,New Mexico,578612,125452,455757,525871,2012,136664,8831,124204,CB_2012_NM
1042766,158121,-4050,529383,Nevada,2806880,2319336,1276346,2648759,2012,3415787,-49635,2572757,CB_2012_NV
3164596,2195017,39,461178,New York,13462985,5405464,16246266,11267968,2012,8367408,238787,13806884,CB_2012_NY
8278368,8896048,12997,3306387,Ohio,64421725,23178632,73007267,55525677,2012,29299614,2008951,50087591,CB_2012_OH
273245,379754,121,171476,Oklahoma,3033718,958775,2483496,2653964,2012,1160180,71586,1161188,CB_2012_OK
236619,114733,0,70764,Oregon,1383502,426370,754310,1268769,2012,653696,9293,210001,CB_2012_OR
-74370,691998,0,738308,Other Areas,3334882,357571,2160838,2642884,2012,200465,82736,456727,CB_2012_OT
488741,738453,-1,393018,Pennsylvania,4739824,1180127,3734867,4001371,2012,1629631,45108,1756145,CB_2012_PA
4902,6740,0,5888,Pacific Islands,79134,9769,81530,72394,2012,12683,1988,27707,CB_2012_PI
-79272,684132,0,731462,Puerto Rico,3247452,347640,2072121,2563320,2012,187633,80735,427896,CB_2012_PR
472205,555502,0,486598,Rhode Island,3879771,798007,3031391,3324269,2012,1155676,114536,1349396,CB_2012_RI
88881,190735,0,207032,South Carolina,1387577,141326,1231403,1196842,2012,178811,51396,420404,CB_2012_SC
11741688,13045677,-69995,14530289,South Dakota,96777405,28556031,75626084,83731728,2012,39034235,1735666,45458880,CB_2012_SD
61890,501328,17,307441,Tennessee,3144140,450185,3027171,2642812,2012,457094,55154,1148894,CB_2012_TN
1184872,1158706,-15292,551965,Texas,11756451,3680168,8901186,10597745,2012,4693052,199029,3548458,CB_2012_TX
52660732,56407279,-85878,51585469,United States,441325273,129683841,386358286,384917994,2012,174174232,8858077,227199993,CB_2012_US
52586362,57099277,-85878,52323777,United States & Other Areas,444660155,130041412,388519124,387560878,2012,174374697,8940813,227656720,CB_2012_USA
3751723,2702322,0,1654550,Utah,12205546,6469391,8196670,9503224,2012,9827651,393463,10175647,CB_2012_UT
2014150,3310884,27845,5012216,Virginia,25018187,2947767,21652345,21707303,2012,4790492,151618,9747750,CB_2012_VA
0,1126,0,958,Virgin Islands Of The U.S.,8296,162,7187,7170,2012,149,13,1124,CB_2012_VI
8954,18987,0,5682,Vermont,157968,36540,139052,138981,2012,43788,1706,49541,CB_2012_VT
-275511,192592,0,137805,Washington,1754788,719751,1470065,1562196,2012,413933,30307,459607,CB_2012_WA
209232,455486,129,324270,Wisconsin,3088034,675712,2293322,2632548,2012,856523,28292,841568,CB_2012_WI
96060,179067,0,86986,West Virginia,1046165,244335,692289,867098,2012,333152,6330,245329,CB_2012_WV
8335,30211,0,12649,Wyoming,245579,67316,184788,215368,2012,72915,2736,54984,CB_2012_WY
0,0,0,0,Palau,0,0,0,0,2012,0,0,0,SI_2012_
1476,1104,0,346,Alaska,20762,5063,19026,19658,2012,5584,955,5298,SI_2012_AK
824,10256,0,6189,Alabama,41674,936,48335,31418,2012,1322,438,24428,SI_2012_AL
188,9983,0,1169,Arkansas,45073,6322,40484,35090,2012,5954,556,12517,SI_2012_AR
0,0,0,0,American Samoa,0,0,0,0,2012,0,0,0,SI_2012_AS
63503,661,0,3922,Arizona,18153,111800,117250,17492,2012,175303,0,278983,SI_2012_AZ
288392,375947,0,58746,California,1565596,499327,1208283,1189649,2012,791448,-3729,868828,SI_2012_CA
6162,33408,-94799,4170,Colorado,99104,-361214,290593,65696,2012,-259383,-870,-30316,SI_2012_CO
176147,285660,-2506,124521,Connecticut,2011736,360035,1631931,1726076,2012,505303,33333,535679,SI_2012_CT
2,992,0,339,District Of Columbia,3592,-3147,6023,2600,2012,-3202,57,560,SI_2012_DC
14870,31190,0,33156,Delaware,186964,28061,158293,155774,2012,25454,17477,61129,SI_2012_DE
51674,187106,0,76203,Florida,889997,77253,934864,702891,2012,121635,7292,429811,SI_2012_FL
0,0,0,0,Federated States of Micronesia,0,0,0,0,2012,0,0,0,SI_2012_FM
99948,50348,0,84384,Georgia,397092,156797,328285,346744,2012,253136,3609,319061,SI_2012_GA
601,301,0,179,Guam,6550,1218,7112,6249,2012,1819,0,2861,SI_2012_GU
38977,20552,0,13298,Hawaii,253553,73946,185678,233001,2012,111555,1368,77530,SI_2012_HI
14423,29538,0,46246,Iowa,165857,29415,155336,136319,2012,28826,15012,94089,SI_2012_IA
1432,3220,0,800,Idaho,20247,2974,18777,17027,2012,4406,0,6956,SI_2012_ID
34946,311474,-76,240932,Illinois,1218275,64169,858938,906801,2012,90864,8327,283933,SI_2012_IL
21651,64964,-1078,30449,Indiana,334973,52585,256001,270009,2012,68688,6626,85129,SI_2012_IN
46855,161456,0,12089,Kansas,433061,94164,209685,271605,2012,156415,-15396,106584,SI_2012_KS
3913,30575,0,6774,Kentucky,106571,9672,71079,75996,2012,11663,1922,13520,SI_2012_KY
14847,48000,0,8312,Louisiana,243430,35486,171903,195430,2012,47296,3037,32081,SI_2012_LA
233672,600484,0,111845,Massachusetts,2906746,525166,2115928,2306262,2012,682364,78138,603875,SI_2012_MA
22019,89369,97,26916,Maryland,326912,8721,258345,237543,2012,28815,1832,76533,SI_2012_MD
29569,111289,0,25743,Maine,517092,79374,397696,405803,2012,98007,11090,115643,SI_2012_ME
-13351,200273,0,308160,Michigan,637848,100416,1361909,437575,2012,86633,432,1319127,SI_2012_MI
-9497,44206,0,124508,Minnesota,261338,7663,180024,217132,2012,-20105,18271,67295,SI_2012_MN
60405,134617,0,54897,Missouri,559680,252360,477435,425063,2012,297588,15876,404857,SI_2012_MO
712,7634,0,1222,Mississippi,24907,2899,14651,17273,2012,3562,49,2162,SI_2012_MS
940,3053,0,1130,Montana,17187,3329,18219,14134,2012,3958,311,9173,SI_2012_MT
6823,64114,0,31657,North Carolina,290024,15294,209010,225910,2012,14337,7780,29094,SI_2012_NC
8180,11837,0,296,North Dakota,71831,20397,64978,59994,2012,28577,0,33857,SI_2012_ND
25100,36470,0,38253,Nebraska,303565,46411,225389,267095,2012,63664,7847,60211,SI_2012_NE
14675,53375,-243,13706,New Hampshire,285560,43455,236405,232185,2012,47641,10732,65567,SI_2012_NH
304569,1356842,0,265687,New Jersey,3706189,515530,1545952,2349347,2012,810633,9513,272925,SI_2012_NJ
1134,6489,0,1360,New Mexico,32680,6048,33986,26191,2012,7196,-14,16351,SI_2012_NM
402356,47912,0,19991,Nevada,1335330,656612,325809,1287418,2012,1056968,2000,115350,SI_2012_NV
509791,1277420,-729,212519,New York,4439485,977267,2128124,3162065,2012,1423781,64685,602359,SI_2012_NY
270128,409793,0,256011,Ohio,1542362,668345,1490812,1132569,2012,910776,27798,1525030,SI_2012_OH
330,142503,0,-15939,Oklahoma,471196,273746,301518,328693,2012,255754,18322,212640,SI_2012_OK
-1081,3207,0,8502,Oregon,29577,-1003,22891,26370,2012,-2161,77,2862,SI_2012_OR
601,301,0,179,Other Areas,6550,1218,7112,6249,2012,1819,0,2861,SI_2012_OT
171834,536959,0,164714,Pennsylvania,2461684,429836,1890273,1924725,2012,551437,51184,681699,SI_2012_PA
601,301,0,179,Pacific Islands,6550,1218,7112,6249,2012,1819,0,2861,SI_2012_PI
0,0,0,0,Puerto Rico,0,0,0,0,2012,0,0,0,SI_2012_PR
9827,33715,0,9616,Rhode Island,169920,19848,143545,136205,2012,25474,4201,42430,SI_2012_RI
4942,10007,0,4735,South Carolina,59222,7255,39219,49215,2012,11506,691,6245,SI_2012_SC
5757,13147,0,11425,South Dakota,79238,12348,60787,66091,2012,14970,3135,21091,SI_2012_SD
14122,28069,0,10919,Tennessee,166358,30085,107469,138289,2012,43731,476,23830,SI_2012_TN
417482,434541,0,596349,Texas,3170664,1013139,2815056,2736123,2012,1425986,4635,2101268,SI_2012_TX
5736603,8802651,-97164,5470489,United States,42005003,10999545,32692601,33202352,2012,16102543,739128,21063281,SI_2012_US
5737204,8802952,-97164,5470668,United States & Other Areas,42011553,11000763,32699713,33208601,2012,16104362,739128,21066142,SI_2012_USA
1977730,724860,0,1883106,Utah,6684290,3393813,6694574,5959430,2012,5370395,1148,7988645,SI_2012_UT
189310,325131,0,356765,Virginia,1527845,227338,1151436,1202714,2012,203227,213421,508714,SI_2012_VA
0,0,0,0,Virgin Islands Of The U.S.,0,0,0,0,2012,0,0,0,SI_2012_VI
2874,15611,0,3422,Vermont,77541,11311,61491,61930,2012,12798,1387,15781,SI_2012_VT
113707,254907,2101,87383,Washington,931827,249721,591018,676920,2012,263728,97665,265209,SI_2012_WA
78506,157126,69,99742,Wisconsin,803430,152057,980289,646304,2012,228210,6330,661937,SI_2012_WI
3005,8457,0,2066,West Virginia,36677,5172,19027,28220,2012,8177,0,1050,SI_2012_WV
803,2800,0,1738,Wyoming,21088,1948,18572,18288,2012,2649,102,4671,SI_2012_WY
0,0,0,0,Palau,0,0,0,0,2011,0,0,0,CB_2011_
22984,10089,0,3967,Alaska,185709,53780,149586,175620,2011,75118,2075,53051,CB_2011_AK
255117,1285604,0,2203219,Alabama,8452265,-1261060,8845580,7166661,2011,-1167597,183599,2714541,CB_2011_AL
219470,457969,0,284570,Arkansas,2513446,602526,1875895,2055477,2011,810277,11651,915265,CB_2011_AR
0,0,0,0,American Samoa,0,0,0,0,2011,0,0,0,CB_2011_AS
28504,66145,10092,53786,Arizona,526910,44460,424061,460765,2011,56913,5959,73995,CB_2011_AZ
2261779,2252344,-1996,1289748,California,17551303,4212106,11354322,15298959,2011,6278557,190571,3623668,CB_2011_CA
113756,219202,0,182594,Colorado,1697032,312763,1235631,1477830,2011,410956,15373,351351,CB_2011_CO
76027,172099,0,110578,Connecticut,1028639,148747,743670,856540,2011,218250,6523,215958,CB_2011_CT
5209,8454,0,6935,District Of Columbia,66028,8623,48292,57574,2011,12430,1402,10083,CB_2011_DC
8303489,4972816,0,9037243,Delaware,54336228,15868163,31069453,49363412,2011,24105321,271283,14848605,CB_2011_DE
46724,713000,0,858782,Florida,3650763,-202029,2941412,2937763,2011,-274574,119338,587857,CB_2011_FL
0,303,0,60,Federated States of Micronesia,5256,1593,3918,4953,2011,1593,0,618,CB_2011_FM
164055,1710410,-15,2820094,Georgia,10017056,421391,8281906,8306646,2011,445007,152119,3240361,CB_2011_GA
1324,6892,0,5498,Guam,65014,7038,70971,58122,2011,5962,2400,24309,CB_2011_GU
190708,115004,0,17725,Hawaii,1178230,410929,849143,1063226,2011,591173,10441,394815,CB_2011_HI
128900,627557,3,194059,Iowa,2686088,666013,1566412,2058531,2011,761195,34129,463135,CB_2011_IA
-9593,48241,0,67909,Idaho,324970,-23441,295769,276729,2011,-34399,1365,52550,CB_2011_ID
571354,2065479,0,2142013,Illinois,10857005,1470155,9525439,8791526,2011,1953406,110409,4829332,CB_2011_IL
164079,440749,-458,240355,Indiana,2337823,485816,1645064,1897074,2011,613568,36798,601913,CB_2011_IN
57126,407998,1085,150630,Kansas,1961667,365364,1542118,1553669,2011,405865,15540,544944,CB_2011_KS
143784,503354,-98,303346,Kentucky,2414858,339326,1628024,1911504,2011,459469,23806,479335,CB_2011_KY
91587,405877,-7,161423,Louisiana,2401562,446823,1821062,1995685,2011,527424,13235,514224,CB_2011_LA
763458,575354,0,46310,Massachusetts,4061152,2053061,7526913,3485798,2011,2714973,101504,6802398,CB_2011_MA
54868,235168,2405,158773,Maryland,1064873,82528,765505,829705,2011,124608,10383,219181,CB_2011_MD
17473,100690,0,19023,Maine,575451,56890,420270,474761,2011,63352,11011,27884,CB_2011_ME
36201,430351,0,460152,Michigan,2257066,234435,1653891,1826715,2011,264260,6738,551588,CB_2011_MI
45271,461382,-11,296147,Minnesota,2492782,394425,1683505,2031400,2011,419753,19961,368005,CB_2011_MN
354358,794436,108,604183,Missouri,4694560,877597,3517912,3900124,2011,1171364,57555,1393335,CB_2011_MO
113869,429233,2253,313890,Mississippi,2421337,414099,1967424,1992104,2011,506564,19151,795774,CB_2011_MS
54342,138647,0,137777,Montana,912349,194331,561433,773702,2011,242968,5705,168476,CB_2011_MT
3883229,6787467,-13,10944359,North Carolina,48371990,10289058,49157934,41584523,2011,11503961,2862858,30021731,CB_2011_NC
118269,159735,0,133550,North Dakota,1113849,330519,917107,954114,2011,444034,4568,540577,CB_2011_ND
169105,441140,-13,221671,Nebraska,2514576,571584,1979107,2073436,2011,721502,19216,848844,CB_2011_NE
10837,27217,0,8546,New Hampshire,127380,21147,76820,100163,2011,27640,4344,12843,CB_2011_NH
15331,935212,-8,377442,New Jersey,2835324,15121,2567861,1900112,2011,167375,-135983,1212566,CB_2011_NJ
10103,69286,0,83951,New Mexico,600172,74852,439214,530886,2011,106490,-21463,98769,CB_2011_NM
472037,172292,227025,464292,Nevada,2767159,1663865,1148660,2594867,2011,1797082,111795,815167,CB_2011_NV
2481511,2678438,50,715841,New York,13113827,5742525,15946249,10435389,2011,7961723,301429,14188424,CB_2011_NY
7400350,11801393,-43000,8449429,Ohio,67745650,20597003,70732046,55944257,2011,26418867,1549907,49656085,CB_2011_OH
172171,502955,1625,321123,Oklahoma,3118964,780029,2396500,2616009,2011,890562,60739,992176,CB_2011_OK
149484,199525,0,302172,Oregon,1497531,215275,764750,1298006,2011,352588,12171,121504,CB_2011_OR
164275,1059013,0,988082,Other Areas,3812353,307942,2137227,2753340,2011,360117,112100,732086,CB_2011_OT
367423,999134,1,533849,Pennsylvania,4857330,961419,3681646,3858196,2011,1299656,37015,1656955,CB_2011_PA
1324,7195,0,5558,Pacific Islands,70270,8631,74889,63075,2011,7555,2400,24927,CB_2011_PI
162951,1050440,0,981947,Puerto Rico,3733607,298786,2055490,2683167,2011,352046,109691,706316,CB_2011_PR
352686,893169,0,1057251,Rhode Island,4350426,589948,2865732,3457257,2011,863341,79293,1329067,CB_2011_RI
